timestamp,price
0,0.08044136924181554
1,0.07765069624651542
2,0.07225859476258305
3,0.0757816967103443
4,0.07616528105013234
5,0.0781835288786519
6,0.07887630537119249
7,0.07856530216107285
8,0.07876790065274983
9,0.0806987801327769
10,0.08042184496005879
11,0.08333732101383999
12,0.08390108570338436
13,0.08636936875231899
14,0.08551148380143629
15,0.09171199264721583
16,0.09422890453966364
17,0.09475884460943315
18,0.09588348779125933
19,0.1015494961819159
20,0.09859035711939672
21,0.10179931271823697
22,0.09413432551903782
23,0.09375299802089056
24,0.09641173021896957
25,0.09831889007597336
26,0.09296086395184396
27,0.09696808508458456
28,0.09296415401540024
29,0.09199517907595761
30,0.0901093483812557
31,0.09136651288629116
32,0.09479279014302519
33,0.09528754211549895
34,0.09361258929359442
35,0.0917887830351023
36,0.09454674783213626
37,0.09124090315882603
38,0.09354040468691449
39,0.09180674787660591
40,0.09098554321711215
41,0.09013266672588452
42,0.0893121264275588
43,0.09205636127683142
44,0.09124348017881254
45,0.08193683499231003
46,0.08409107038180864
47,0.08267447501004517
48,0.08056540283655343
49,0.0782361654175723
50,0.08129840952015702
51,0.07926523002407286
52,0.0830525605514026
53,0.08460340337816412
54,0.08013410799748488
55,0.080994523340881
56,0.07996966829998112
57,0.08121503581298796
58,0.08126380302021614
59,0.08043742737788831
60,0.07796237781638628
61,0.07851905067351118
62,0.08768447158713796
63,0.08532032641683161
64,0.08018019150781798
65,0.07820560002568527
66,0.07910139004185475
67,0.07794293010214384
68,0.07973021652820386
69,0.08008829969662802
70,0.07880856374220704
71,0.08159748308941711
72,0.07975720320724666
73,0.07869388270449892
74,0.07928008141110451
75,0.07927059982626186
76,0.07870840712850681
77,0.07824447550076137
78,0.07818348463194527
79,0.07844511529167905
80,0.08005062047837687
81,0.07986219820262577
82,0.08154864473138385
83,0.08136518393300081
84,0.08109341330714206
85,0.08236974974082302
86,0.08114855677506067
87,0.08547754621319077
88,0.08539619097435716
89,0.08598419190859105
90,0.08360374941304478
91,0.08518648691170973
92,0.08937105403636093
93,0.08614427001637569
94,0.08464044640774397
95,0.08416759562188045
96,0.08446411304507219
97,0.08610370247845048
98,0.08610731820129837
99,0.08934849544539793
100,0.09822705397960395
101,0.1166298939746429
102,0.11802464614422643
103,0.13902493018486253
104,0.14276444045780856
105,0.1539125055212753
106,0.18248479768818787
107,0.1557745639957971
108,0.15826673130761534
109,0.15783380359015084
110,0.16491093017985642
111,0.1796096815375183
112,0.16946939442576545
113,0.18234042517602708
114,0.16818262691950236
115,0.16907617178468604
116,0.17736708615305566
117,0.16328412791411134
118,0.14203759838446814
119,0.15413082575453688
120,0.14406135728141792
121,0.12847077134877583
122,0.1512975324625558
123,0.1555984910137473
124,0.15209369704346498
125,0.1624504785977163
126,0.17665347153314906
127,0.1750620373515769
128,0.1825288513451653
129,0.18966327547428183
130,0.21990263590707787
131,0.21312296629393865
132,0.1998904472009426
133,0.22025496445264617
134,0.20577050537263902
135,0.18253536301143355
136,0.17560452894229325
137,0.1798459312129463
138,0.17802533045682747
139,0.18569294941600192
140,0.19949826055294137
141,0.20272749884003038
142,0.18892624938756214
143,0.1996101768629705
144,0.19411196375960238
145,0.17480331769881344
146,0.1538718717341364
147,0.16249952058436548
148,0.1617085737474909
149,0.15591204415450102
150,0.1478898926187159
151,0.15196024784624357
152,0.1560439976393627
153,0.16258649549837825
154,0.1581334193242524
155,0.16115710481640746
156,0.15992312526184665
157,0.1513128620074721
158,0.15154478470255098
159,0.14782872364691055
160,0.14797120262584695
161,0.14666941974267372
162,0.14346401590381466
163,0.13340141077153403
164,0.13018965092052598
165,0.13222850734851854
166,0.1459853742300544
167,0.15995476432820235
168,0.16087465634756173
169,0.15653648003445705
170,0.1502555456147171
171,0.14350155359652975
172,0.15208459930442558
173,0.14405365626145858
174,0.14280940258609806
175,0.14115753288382166
176,0.1484180481975252
177,0.14542180039114636
178,0.1557098461153148
179,0.14971107450088628
180,0.15567139699986712
181,0.15298476723852222
182,0.14957032879365947
